Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"NK, Department of Neurosurgery",N02AA05,13628,Oxynorm,10,"inj.-/inf.vsk.,opl.",5 x 2 ml,2719.87,77.0,,,,,,,176.65,5.0,,,,,141.32,4.0,,,141.32,4.0,176.65,5.0,,,,,,,105.99,3.0,,,,,176.65,5.0,141.32,4.0,282.64,8.0,,,,,176.65,5.0,70.64,2.0,,,282.56,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,141.28,4.0,,,353.2,10.0,,,,,,,,,,,,,353.0,10.0,,,,,,,,,2.0,5.0,OR,MGM,"['N02AA05', '10', 'MGM', 'OR']",385.0
"NK, Department of Neurosurgery",N03AE01,870847,Rivotril (ls),1,"konc.t.inj.væsk,opl.",5 x 1 ml,735.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,2.0,,,,,,,1.0,5.0,IV,MGM,"['N03AE01', '1', 'MGM', 'IV']",15.0
"NK, Department of Neurosurgery",N05AD08,27271,Dehydrobenzperidol,"2,5","inj.væske, opløsning",10 x 1 ml,-960.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-960.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,IV,MGM,"['N05AD08', '2,5', 'MGM', 'IV']",-30.0
"NK, Department of Neurosurgery",N05AD08,872263,Droperidol (ls),"2,5","inj.væske, opløsning",10 x 1 ml,1500.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,2.0,,,,,,,,,,,,,,,,,,,,,900.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,IV,MGM,"['N05AD08', '2,5', 'MGM', 'IV']",50.0
"NK, Department of Neurosurgery",N05BA01,871873,Diazepam Renaudin (ls),5,"inj.væske, opløsning",10 x 2 ml,108.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,IVIM,MGM,"['N05BA01', '5', 'MGM', 'IVIM']",10.0
"NK, Department of Neurosurgery",N05CD05,555924,Halcion,"0,125",tabletter,100 stk.,230.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N05CD05', '0,125', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",N05CD08,2245,Midazolam Hameln,1,"inj.-/inf.vsk.,opl.",10 x 5 ml,45.55,3.0,,,,,,,,,,,,,,,,,,,,,,,30.42,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.13,1.0,,,,,,,,,,,,,5.0,10.0,IMIVPR,MGM,"['N05CD08', '1', 'MGM', 'IMIVPR']",30.0
"NK, Department of Neurosurgery",N05CD08,871964,Midazolam (ls),5,"inj.-/inf.vsk.,opl.",10 x 3 ml,80.84,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.42,1.0,,,,,,,,,40.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,IMIV,MGM,"['N05CD08', '5', 'MGM', 'IMIV']",20.0
"NK, Department of Neurosurgery",R03AL01,567008,Berodual,0,"inhvsk t. nebul, opl",60 x 4 ml,402.86,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.64,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.22,1.0,,,,,,,,,,,,,,,,,4.0,60.0,IH,,"['R03AL01', '0', nan, 'IH']",120.0
"NK, Department of Neurosurgery",R03AL02,121006,Ipramol Steri-Neb,0,inh.vsk.neb.opl.end.,"60 x 2,5 ml",71.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,1.0,2.5,60.0,IH,,"['R03AL02', '0', nan, 'IH']",60.0
"NK, Department of Neurosurgery",R06AA04,530637,Clemastin Paranova,1,"inj.væske, opløsning",5 x 2 ml,5422.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.9,1.0,,,,,,,,,903.8,2.0,,,,,451.9,1.0,,,,,,,,,,,,,,,451.9,1.0,,,,,,,451.9,1.0,,,,,451.9,1.0,,,903.8,2.0,,,,,,,,,,,451.9,1.0,903.8,2.0,,,2.0,5.0,,MGM,"['R06AA04', '1', 'MGM', nan]",60.0
"NK, Department of Neurosurgery",R06AA04,806167,Tavegyl (ls),1,"inj.væske, opløsning",5 x 2 ml,116.0,2.0,,,,,,,,,,,58.0,1.0,,,,,58.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,IMIV,MGM,"['R06AA04', '1', 'MGM', 'IMIV']",10.0
"NK, Department of Neurosurgery",R06AA11,721180,Dimenhydrinat (Anautin),100 mg,suppositorier,10 stk.,675.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.75,1.0,,,,,,,,,,,,,,,,,,,,,168.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.5,2.0,,,,,0.0,10.0,0.0,0.0,0.0,40.0
"NK, Department of Neurosurgery",S01XA20,539668,Øjensalve Neutral Ophtha,200,øjensalve,5 ml,1275.12,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,332.64,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.28,12.0,,,,,,,,,,,5.0,1.0,CO,MGG,"['S01XA20', '200', 'MGG', 'CO']",23.0
"NK, Department of Neurosurgery",V03AB15,112695,Naloxon Hameln,"0,4","inj.-/inf.vsk.,opl.",10 x 1 ml,184.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.25,1.0,92.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,IMIV,MGM,"['V03AB15', '0,4', 'MGM', 'IMIV']",20.0
"NK, Department of Neurosurgery",V03AB15,720093,Naloxon,20,injektionsvæske,10 x 2 ml,3371.94,9.0,,,,,,,,,,,374.66,1.0,,,,,,,,,374.66,1.0,,,,,,,,,,,,,,,,,,,,,374.66,1.0,374.66,1.0,,,,,,,,,,,,,,,,,,,,,,,,,374.66,1.0,,,,,,,374.66,1.0,,,,,374.66,1.0,,,,,,,,,,,,,,,374.66,1.0,374.66,1.0,2.0,10.0,IV,RGM,"['V03AB15', '20', 'RGM', 'IV']",90.0
"NK, Department of Neurosurgery",V03AB25,36259,Flumazenil Hameln,"0,1","inj.-/inf.vsk.,opl.",5 X 5 ML,58.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,IV,MGM,"['V03AB25', '0,1', 'MGM', 'IV']",5.0
"NK, Department of Neurosurgery",V07,856592,Returstrips,0,_,100 stk.,41.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,,,"['V07', '0', nan, nan]",100.0
"NK, Department of Neurosurgery",V07,818955,Plastickassette,"7,5 x 30 cm",_,1 stk.,66.56,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.56,2.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,2.0
"NK, Department of Neurosurgery",V07,851750,Returmanillamærker,_,_,50 Stk.,31.63,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.63,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,0.0,0.0,50.0
"NK, Department of Neurosurgery",V07,147578,Sterile Water Fresenius Kabi,_,solv. t parent. anv.,20 x 20 ml (PE-amp.),121.45,7.0,,,,,,,,,,,,,34.7,2.0,,,,,,,,,86.75,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0,0.0,0.0,140.0
"NK, Department of Neurosurgery",V07,179183,Sterile Water Fresenius Kabi,_,solv. t parent. anv.,20 x 20 ml (PE amp),34.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0,0.0,0.0,40.0
"NK, Department of Neurosurgery",V07,405168,Natriumklorid Fres.Kabi 9mg/ml,9 mg/ml,solv. t parent. anv.,20 x 20 ml,11294.58,654.0,138.16,8.0,310.86,18.0,86.35,5.0,345.4,20.0,138.16,8.0,103.62,6.0,103.62,6.0,138.16,8.0,241.78,14.0,414.48,24.0,138.16,8.0,310.86,18.0,690.8,40.0,138.16,8.0,86.35,5.0,,,224.51,13.0,207.24,12.0,276.32,16.0,345.4,20.0,241.78,14.0,189.97,11.0,276.32,16.0,276.32,16.0,103.62,6.0,414.48,24.0,86.35,5.0,172.7,10.0,328.13,19.0,172.7,10.0,,,,,552.64,32.0,172.7,10.0,,,276.32,16.0,276.32,16.0,103.62,6.0,276.32,16.0,172.7,10.0,379.94,22.0,103.62,6.0,224.51,13.0,172.7,10.0,310.86,18.0,172.7,10.0,535.37,31.0,172.7,10.0,207.24,12.0,138.16,8.0,103.62,6.0,241.78,14.0,20.0,20.0,0.0,0.0,0.0,13080.0
"NK, Department of Neurosurgery",V07,729210,Sterilt vand (Aqua) B.Braun,_,Skyllevæske,6 x 1.000 ml,120.06,3.0,,,,,,,,,,,,,,,40.02,1.0,,,40.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.02,1.0,,,,,,,,,,,1.0,6.0,0.0,0.0,0.0,18.0
"NK, Department of Neurosurgery",V07,800623,BD PosiFlush SP,"0,90%",Skyllevæske,30 x 10 ml,201.75,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.75,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,0.0,0.0,0.0,150.0
"NK, Department of Neurosurgery",V07,720886,"Hospitalssprit,sterilfiltreret",70 % v/v,sprit,6 x 1.000 ml,2556.8,16.0,,,,,,,,,,,,,,,159.8,1.0,,,,,159.8,1.0,,,,,,,,,159.8,1.0,159.8,1.0,,,159.8,1.0,,,,,159.8,1.0,,,,,,,319.6,2.0,,,,,,,,,159.8,1.0,,,,,,,,,159.8,1.0,,,,,159.8,1.0,,,159.8,1.0,,,,,159.8,1.0,,,,,319.6,2.0,,,,,,,159.8,1.0,,,1.0,6.0,0.0,0.0,0.0,96.0
"NK, Department of Neurosurgery",V07,815522,Ampul knækkere,_,_,100 stk.,62.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,0.0,0.0,0.0,100.0
"NK, Department of Neurosurgery",V07,911223,Eksplorationscreme DAK 77,_,creme,10 x 10 ml,3037.59,9.0,,,337.51,1.0,,,,,,,,,,,,,,,,,,,675.02,2.0,,,,,675.02,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.51,1.0,,,,,,,,,,,,,,,,,337.51,1.0,,,,,,,337.51,1.0,,,,,,,,,,,,,337.51,1.0,,,10.0,10.0,0.0,0.0,0.0,90.0
"NK, Department of Neurosurgery",A01AB09,50963,Brentan,20,mundhulegel,40 g,1089.12,34.0,,,,,41.66,2.0,,,,,,,,,83.32,4.0,,,41.66,2.0,,,,,,,,,,,,,,,141.92,4.0,,,106.44,3.0,,,,,,,,,,,141.92,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.44,3.0,,,,,177.4,5.0,106.44,3.0,,,,,141.92,4.0,,,40.0,1.0,OM,MGG,"['A01AB09', '20', 'MGG', 'OM']",34.0
"NK, Department of Neurosurgery",A02BC02,76200,Pantoprazol SUN,40,"pulv.t.inj.væske,opl",5 stk.,1565.73,27.0,115.98,2.0,,,115.98,2.0,115.98,2.0,,,,,,,,,57.99,1.0,,,,,,,,,,,,,,,,,57.99,1.0,,,115.98,2.0,115.98,2.0,115.98,2.0,,,,,,,115.98,2.0,,,,,115.98,2.0,,,,,,,,,,,,,,,,,57.99,1.0,,,57.99,1.0,,,,,57.99,1.0,115.98,2.0,,,,,,,,,,,57.99,1.0,115.98,2.0,57.99,1.0,0.0,5.0,IV,MG,"['A02BC02', '40', 'MG', 'IV']",135.0
"NK, Department of Neurosurgery",A02BC02,156875,Pantoprazol Stada,20,enterotabletter,100 stk. (blister),15.98,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.98,1.0,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['A02BC02', '20', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",A02BC02,156920,Pantoprazol Stada,40,enterotabletter,100 stk. (blister),38.02,2.0,,,,,,,,,,,,,,,,,,,,,17.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82,1.0,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['A02BC02', '40', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",A02BC05,427844,Esomeprazol Sandoz,20,enterotabletter,100 stk.,95.5,2.0,,,,,,,,,25.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,1.0,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['A02BC05', '20', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",A02BX13,149240,Gaviscon,0,oral suspension,400 ml,70.11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,1.0,OR,,"['A02BX13', '0', nan, 'OR']",1.0
"NK, Department of Neurosurgery",A02AA04,118937,Magnesia DAK,500,filmovertrukne tabl.,100 stk.,70.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,2.0,,,,,,,,,0.0,100.0,OR,MG,"['A02AA04', '500', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",A02AA04,535535,Magnesia DAK,500,filmovertrukne tabl.,250 stk.,833.14,16.0,49.76,1.0,,,,,49.76,1.0,,,,,49.76,1.0,49.76,1.0,,,,,,,99.52,2.0,,,,,,,,,,,,,,,,,,,50.43,1.0,50.43,1.0,,,,,,,,,,,50.43,1.0,,,,,,,,,,,,,,,50.43,1.0,,,,,50.43,1.0,,,50.43,1.0,,,,,,,,,,,,,58.0,1.0,58.0,1.0,116.0,2.0,,,0.0,250.0,OR,MG,"['A02AA04', '500', 'MG', 'OR']",4000.0
"NK, Department of Neurosurgery",A03BA01,741124,Atropin SAD,1,injektionsvæske,1 ml amp x10,95.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,IVSC,MGM,"['A03BA01', '1', 'MGM', 'IVSC']",10.0
"NK, Department of Neurosurgery",A03FA01,28761,Primperan,5,"inj.væske, opløsning",12 x 2 ml,118.37,4.0,,,,,,,,,,,,,,,,,,,,,,,81.06,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,IMIV,MGM,"['A03FA01', '5', 'MGM', 'IMIV']",48.0
"NK, Department of Neurosurgery",A04AA01,60523,Ondansetron Fresenius Kabi,2,"inj.væske, opløsning",5 x 2 ml,1603.17,201.0,80.0,10.0,,,,,80.0,10.0,,,,,80.0,10.0,80.0,10.0,79.7,10.0,79.7,10.0,,,79.7,10.0,,,,,,,,,79.7,10.0,,,,,,,79.7,10.0,79.7,10.0,,,,,,,,,,,79.7,10.0,,,79.7,10.0,,,,,,,79.7,10.0,,,,,87.67,11.0,,,79.7,10.0,,,79.7,10.0,,,,,79.7,10.0,,,79.7,10.0,,,,,79.7,10.0,79.7,10.0,,,,,2.0,5.0,IV,MGM,"['A04AA01', '2', 'MGM', 'IV']",1005.0
"NK, Department of Neurosurgery",A06AB02,21428,Dulcolax,10,suppositorier,6 stk.,628.0,20.0,,,,,,,,,62.8,2.0,,,,,,,94.2,3.0,,,,,,,,,,,,,,,125.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6,4.0,,,,,,,,,,,62.8,2.0,157.0,5.0,,,,,0.0,6.0,PR,MG,"['A06AB02', '10', 'MG', 'PR']",120.0
"NK, Department of Neurosurgery",A06AB08,427765,Laxoberal,"7,5","orale dråber, opløsn",30 ml,514.02,39.0,,,,,52.72,4.0,,,,,,,,,131.8,10.0,,,,,,,,,,,,,,,65.9,5.0,,,,,,,,,,,,,,,,,,,79.08,6.0,,,,,,,,,,,,,,,,,26.36,2.0,,,26.36,2.0,,,,,,,,,,,26.36,2.0,,,,,26.36,2.0,,,39.54,3.0,,,39.54,3.0,,,,,30.0,1.0,OR,MGM,"['A06AB08', '7,5', 'MGM', 'OR']",39.0
"NK, Department of Neurosurgery",A06AD11,443158,Laktulose NMI,660,oral opløsning,500 ml,34.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,34.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,1.0,OR,MGM,"['A06AD11', '660', 'MGM', 'OR']",1.0
"NK, Department of Neurosurgery",A06AD65,59511,Gangiden,0,pulver til oral opl.,50 Stk.,380.38,13.0,,,,,29.26,1.0,,,,,,,,,29.26,1.0,,,,,,,58.52,2.0,,,,,,,,,29.26,1.0,,,,,,,,,,,,,,,,,,,29.26,1.0,,,,,,,,,,,29.26,1.0,,,,,,,29.26,1.0,,,,,,,,,29.26,1.0,,,,,,,29.26,1.0,,,,,58.52,2.0,,,29.26,1.0,,,0.0,50.0,OR,,"['A06AD65', '0', nan, 'OR']",650.0
"NK, Department of Neurosurgery",A06AG01,911445,Fosfat,0,"rektalvæske, opl.",150 ml x10,520.0,2.0,,,,,,,,,,,260.0,1.0,,,,,,,,,,,,,,,,,,,,,,,260.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,10.0,PR,,"['A06AG01', '0', nan, 'PR']",20.0
"NK, Department of Neurosurgery",A06AG06,911185,Olie Klysma,0,klysma,250 ml,609.6,10.0,,,,,60.96,1.0,,,,,,,,,182.88,3.0,121.92,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.92,2.0,,,,,,,,,,,,,,,,,,,,,121.92,2.0,,,,,,,,,250.0,1.0,PR,,"['A06AG06', '0', nan, 'PR']",10.0
"NK, Department of Neurosurgery",A06AG10,154275,Klyx,0,"rektalvæske, opløsn.",10 x 120 ml,1964.4,3.0,,,,,719.54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.43,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.43,1.0,,,,,120.0,10.0,PR,,"['A06AG10', '0', nan, 'PR']",30.0
"NK, Department of Neurosurgery",A06AG10,173716,Glyoktyl,0,"rektalvæske, opløsn.","15 x 7,5 ml",2099.9,23.0,91.3,1.0,91.3,1.0,91.3,1.0,182.6,2.0,182.6,2.0,,,,,,,,,,,,,,,,,,,,,,,91.3,1.0,,,,,,,91.3,1.0,,,91.3,1.0,,,,,91.3,1.0,,,182.6,2.0,,,182.6,2.0,,,,,,,,,,,,,,,91.3,1.0,182.6,2.0,,,,,,,,,182.6,2.0,,,,,,,91.3,1.0,91.3,1.0,,,91.3,1.0,,,7.5,15.0,PR,,"['A06AG10', '0', nan, 'PR']",345.0
"NK, Department of Neurosurgery",A06AH03,153951,Moventig,25,filmovertrukne tabl.,30 stk. (unit-dose),569.67,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.67,1.0,,,,,,,0.0,30.0,OR,MG,"['A06AH03', '25', 'MG', 'OR']",30.0
"NK, Department of Neurosurgery",A06AH03,576509,Moventig,"12,5",filmovertrukne tabl.,30 stk. (unit-dose),569.67,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.67,1.0,,,,,,,0.0,30.0,OR,MG,"['A06AH03', '12,5', 'MG', 'OR']",30.0
"NK, Department of Neurosurgery",A07EC02,491314,Asacol,800,enterotabletter,60 stk. (blister),218.18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.18,1.0,,,,,,,,,,,,,,,,,,,0.0,60.0,OR,MG,"['A07EC02', '800', 'MG', 'OR']",60.0
"NK, Department of Neurosurgery",A07FA01,169102,Paraghurt,0,tabletter,100 stk.,172.71,3.0,,,,,,,,,57.57,1.0,,,,,,,,,,,57.57,1.0,,,,,,,,,,,57.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,,"['A07FA01', '0', nan, 'OR']",300.0
"NK, Department of Neurosurgery",A07FA01,221312,Zelactin,0,kapsler,50 Stk.,104.48,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.48,1.0,,,,,,,,,,,,,,,,,0.0,50.0,OR,,"['A07FA01', '0', nan, 'OR']",50.0
"NK, Department of Neurosurgery",A07AA02,424761,Nystatin Orifarm,100.000,oral suspension,100 ml (uden sukker),620.06,4.0,,,,,,,168.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.99,1.0,,,150.41,1.0,,,,,,,,,,,,,,,,,,,,,150.41,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,OR,IUM,"['A07AA02', '100.000', 'IUM', 'OR']",4.0
"NK, Department of Neurosurgery",A10AB05,14914,Novorapid FlexPen,100,"inj.væske, opløsning",5 x 3 ml (Paranova),1139.7,4.0,283.0,1.0,,,283.0,1.0,,,,,,,,,281.7,1.0,,,,,,,,,,,,,292.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,SC,UML,"['A10AB05', '100', 'UML', 'SC']",20.0
