Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"NK, Department of Neurosurgery",N01BB02,518595,Xylocain ukonserveret,2,gel,10 x 10 g,3276.72,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.16,4.0,,,364.08,2.0,364.08,2.0,364.08,2.0,,,546.12,3.0,,,364.08,2.0,182.04,1.0,364.08,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",180.0
"NK, Department of Neurosurgery",N01BB02,871110,OptiLube Active CHG Free,2,gel,10 x 11 ml,3906.0,36.0,,,,,,,217.0,2.0,,,,,,,,,217.0,2.0,,,217.0,2.0,325.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0,4.0,325.5,3.0,325.5,3.0,434.0,4.0,,,,,,,434.0,4.0,,,,,,,217.0,2.0,325.5,3.0,,,434.0,4.0,,,,,11.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",360.0
"NK, Department of Neurosurgery",N02BE01,87612,Paracetamol B. Braun,10,"inf.væske, opløsning",10 x 100 ml,2083.58,59.0,,,142.24,4.0,206.22,6.0,68.74,2.0,142.24,4.0,,,106.68,3.0,71.12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.29,3.0,,,,,,,,,,,212.58,6.0,,,106.29,3.0,141.72,4.0,,,,,106.29,3.0,,,,,,,,,70.86,2.0,106.29,3.0,354.3,10.0,,,141.72,4.0,,,100.0,10.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",590.0
"NK, Department of Neurosurgery",N02BE01,871970,Paracetamol (ls),10,"inf.væske, opløsning",20 x 100 ml,1351.28,19.0,,,,,,,,,,,,,,,,,,,71.12,1.0,213.36,3.0,142.24,2.0,,,142.24,2.0,,,71.12,1.0,71.12,1.0,,,,,142.24,2.0,71.12,1.0,,,71.12,1.0,142.24,2.0,,,142.24,2.0,71.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",380.0
"NK, Department of Neurosurgery",N02AA01,41723,Contalgin,30,depotgra.oralsus.end,30 stk.,275.61,1.0,,,,,,,,,275.61,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['N02AA01', '30', 'MG', 'OR']",30.0
"NK, Department of Neurosurgery",N02AA01,102769,Malfin,10,depottabletter,100 stk. (blister),236.13,4.0,,,,,,,,,,,,,,,,,51.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.46,1.0,,,,,,,,,,,,,,,61.46,1.0,,,,,61.46,1.0,,,,,,,,,0.0,100.0,OR,MG,"['N02AA01', '10', 'MG', 'OR']",400.0
"NK, Department of Neurosurgery",N02AA01,743435,Morfin SAD,10,tabletter,100 stk,835.0,15.0,,,,,,,55.0,1.0,,,,,,,55.0,1.0,,,,,110.0,2.0,55.0,1.0,,,,,,,,,,,,,,,,,,,56.0,1.0,,,,,,,,,56.0,1.0,,,56.0,1.0,56.0,1.0,,,,,,,,,,,,,,,56.0,1.0,,,,,,,,,,,56.0,1.0,,,,,56.0,1.0,,,56.0,1.0,56.0,1.0,56.0,1.0,,,0.0,100.0,OR,MG,"['N02AA01', '10', 'MG', 'OR']",1500.0
"NK, Department of Neurosurgery",N02AA05,5635,Oxynorm,5,"kapsler, hårde",28 stk. (blister),18.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01,1.0,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['N02AA05', '5', 'MG', 'OR']",28.0
"NK, Department of Neurosurgery",N02AA05,5685,Oxynorm,5,"kapsler, hårde",98 stk. (blister),451.36,9.0,,,50.67,1.0,,,,,,,,,,,50.67,1.0,,,,,46.0,1.0,,,,,,,,,,,,,,,,,,,50.67,1.0,,,,,,,,,50.67,1.0,,,50.67,1.0,,,,,,,,,,,,,,,,,50.67,1.0,,,,,,,,,,,50.67,1.0,,,,,,,,,,,50.67,1.0,,,,,,,0.0,98.0,OR,MG,"['N02AA05', '5', 'MG', 'OR']",882.0
"NK, Department of Neurosurgery",N02AA05,540063,Reltebon Depot,10,depottabletter,100 stk.,304.2,5.0,,,,,,,100.0,1.0,80.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,1.0,,,,,,,,,,,,,,,,,,,,,33.7,1.0,,,,,,,,,31.8,1.0,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N02AA05', '10', 'MG', 'OR']",500.0
"NK, Department of Neurosurgery",N02AA05,588435,Reltebon Depot,5,depottabletter,28 stk. (blister),297.26,14.0,,,,,44.0,1.0,,,44.0,1.0,,,41.0,1.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,59.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24,1.0,8.24,1.0,,,16.48,2.0,,,,,,,21.6,2.0,,,,,,,,,,,,,,,12.0,1.0,,,0.0,28.0,OR,MG,"['N02AA05', '5', 'MG', 'OR']",392.0
"NK, Department of Neurosurgery",N03AE01,870847,Rivotril (ls),1,"konc.t.inj.væsk,opl.",5 x 1 ml,1225.0,5.0,,,,,,,,,,,735.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,2.0,,,1.0,5.0,IV,MGM,"['N03AE01', '1', 'MGM', 'IV']",25.0
"NK, Department of Neurosurgery",N03AX09,399519,Lamictal,50,tygge-/disperg. tabl,56 stk. (blister),20.72,2.0,,,,,,,,,,,,,10.36,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.36,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,OR,MG,"['N03AX09', '50', 'MG', 'OR']",112.0
"NK, Department of Neurosurgery",N03AX11,35170,Topimax,50,filmovertrukne tabl.,60 stk.,369.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,OR,MG,"['N03AX11', '50', 'MG', 'OR']",60.0
"NK, Department of Neurosurgery",N03AX14,132178,Levetiracetam Medical Valley,250,filmovertrukne tabl.,100 stk. (blister),125.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N03AX14', '250', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",N03AX18,26560,Vimpat,10,"inf.væske, opløsning",20 ml,570.66,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.66,2.0,,,,,,,,,,,,,,,20.0,1.0,OR,MGM,"['N03AX18', '10', 'MGM', 'OR']",2.0
"NK, Department of Neurosurgery",N04BB01,911136,Amantadinhydrochlorid,50,filmovertrukne tabl.,100 stk.,181.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.8,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N04BB01', '50', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",N05AD01,519033,Serenase,5,"inj.væske, opløsning",5 amp. a 1 ml,871.2,33.0,,,,,52.8,2.0,,,,,,,,,79.2,3.0,,,79.2,3.0,,,,,,,,,,,,,,,,,,,,,,,132.0,5.0,132.0,5.0,132.0,5.0,,,,,,,,,,,,,,,,,,,132.0,5.0,,,,,132.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,IM,MGM,"['N05AD01', '5', 'MGM', 'IM']",165.0
"NK, Department of Neurosurgery",N05AD08,27271,Dehydrobenzperidol,"2,5","inj.væske, opløsning",10 x 1 ml,2240.0,7.0,960.0,3.0,,,960.0,3.0,,,,,,,,,,,,,,,640.0,2.0,640.0,2.0,,,,,,,,,,,,,,,,,,,960.0,3.0,,,640.0,2.0,,,,,,,,,,,,,,,,,,,,,-2560.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,IV,MGM,"['N05AD08', '2,5', 'MGM', 'IV']",70.0
"NK, Department of Neurosurgery",N05AD08,872263,Droperidol (ls),"2,5","inj.væske, opløsning",10 x 1 ml,5100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,10.0,,,,,,,,,,,,,,,,,,,600.0,2.0,600.0,2.0,,,,,,,,,,,,,,,,,,,600.0,2.0,,,300.0,1.0,,,,,1.0,10.0,IV,MGM,"['N05AD08', '2,5', 'MGM', 'IV']",170.0
"NK, Department of Neurosurgery",N05AH03,34945,Olanzapin Stada,"2,5",filmovertrukne tabl.,28 stk. (blister),26.14,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,1.0,,,,,,,,,,,,,8.92,1.0,,,,,8.92,1.0,,,,,,,0.0,28.0,OR,MG,"['N05AH03', '2,5', 'MG', 'OR']",84.0
"NK, Department of Neurosurgery",N05AH03,110758,Zyprexa,10,"pulv.t.inj.væske,opl",1 stk. (2care4),898.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,OR,MG,"['N05AH03', '10', 'MG', 'OR']",10.0
"NK, Department of Neurosurgery",N05AH03,114952,Zalasta,5,tabletter,28 stk. (blister),11.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['N05AH03', '5', 'MG', 'OR']",28.0
"NK, Department of Neurosurgery",N05AH03,122288,Olanzapin Stada,"7,5",filmovertrukne tabl.,56 stk. (blister),26.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,OR,MG,"['N05AH03', '7,5', 'MG', 'OR']",56.0
"NK, Department of Neurosurgery",N05AH03,199504,Olanzapin Stada,5,filmovertrukne tabl.,28 stk. (blister),36.99,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.13,1.0,11.13,1.0,,,,,,,,,,,11.13,1.0,,,,,,,,,,,,,,,,,,,,,,,3.6,1.0,,,,,,,,,,,,,0.0,28.0,OR,MG,"['N05AH03', '5', 'MG', 'OR']",112.0
"NK, Department of Neurosurgery",N05AH03,454618,Zyprexa,10,"pulv.t.inj.væske,opl",1 stk. (Orifarm),359.12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,OR,MG,"['N05AH03', '10', 'MG', 'OR']",4.0
"NK, Department of Neurosurgery",N05AH03,596373,Olanzapin Stada,5,smeltetabletter,28 stk. (blister),126.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,1.0,,,,,,,,,,,,,104.0,1.0,,,,,,,,,,,,,0.0,28.0,OR,MG,"['N05AH03', '5', 'MG', 'OR']",56.0
"NK, Department of Neurosurgery",N05BA02,570042,Klopoxid Takeda,25,filmovertrukne tabl.,50 Stk.,290.28,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.14,2.0,145.14,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,OR,MG,"['N05BA02', '25', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",N05BA04,130849,Oxapax,15,tabletter,50 Stk.,181.0,5.0,,,36.37,1.0,,,,,,,,,,,,,,,36.28,1.0,,,36.2,1.0,,,,,,,,,,,,,,,,,,,36.11,1.0,,,,,,,,,,,,,,,36.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,OR,MG,"['N05BA04', '15', 'MG', 'OR']",250.0
"NK, Department of Neurosurgery",N05BA04,131342,Oxapax,15,tabletter,100 stk.,27.95,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.95,1.0,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N05BA04', '15', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",N05BA06,97599,Temesta,1,tabletter,100 stk. (blister),50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N05BA06', '1', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",N05BA06,183858,Lorazepam Orion,1,tabletter,100 stk. (blister),43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N05BA06', '1', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",N05BA09,539965,Frisium,10,tabletter,50 stk. (blister),181.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,1.0,,,89.3,1.0,0.0,50.0,OR,MG,"['N05BA09', '10', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",N05CD08,2245,Midazolam Hameln,1,"inj.-/inf.vsk.,opl.",10 x 5 ml,45.39,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26,2.0,,,,,,,5.0,10.0,IMIVPR,MGM,"['N05CD08', '1', 'MGM', 'IMIVPR']",30.0
"NK, Department of Neurosurgery",N05CF01,23947,Zopiclon Stada,"7,5",filmovertrukne tabl.,30 stk. (blister),6.74,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74,1.0,,,,,,,0.0,30.0,OR,MG,"['N05CF01', '7,5', 'MG', 'OR']",30.0
"NK, Department of Neurosurgery",N05CF01,107839,Imozop,"7,5",filmovertrukne tabl.,100 stk. (blister),236.16,12.0,,,,,,,17.0,1.0,,,,,,,,,,,29.33,1.0,29.33,1.0,,,,,,,,,17.95,1.0,,,,,,,17.95,1.0,17.95,1.0,,,,,,,,,,,,,17.95,1.0,,,17.95,1.0,,,,,,,17.95,1.0,,,,,,,17.95,1.0,,,,,,,,,,,17.95,1.0,,,,,16.9,1.0,,,,,,,,,,,0.0,100.0,OR,MG,"['N05CF01', '7,5', 'MG', 'OR']",1200.0
"NK, Department of Neurosurgery",N05CH01,556539,Melatonin Orifarm,3,filmovertrukne tabl.,30 stk.,1759.51,43.0,,,,,63.15,1.0,,,,,,,,,,,126.3,2.0,,,63.15,1.0,63.15,1.0,,,63.15,1.0,63.15,1.0,126.3,2.0,,,,,,,34.98,1.0,69.96,2.0,69.96,2.0,69.96,2.0,,,,,,,69.96,2.0,34.98,1.0,34.98,1.0,34.98,1.0,,,,,34.98,1.0,34.98,1.0,,,34.98,1.0,35.04,1.0,70.08,2.0,35.04,1.0,,,35.04,1.0,,,35.09,1.0,35.09,1.0,70.18,2.0,,,70.18,2.0,35.09,1.0,140.36,4.0,,,105.27,3.0,,,0.0,30.0,OR,MG,"['N05CH01', '3', 'MG', 'OR']",1290.0
"NK, Department of Neurosurgery",N06AX03,41225,Mianserinhydrochlorid 2care4,10,filmovertrukne tabl.,105 STK. (BLISTER),100.69,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.69,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,105.0,OR,MG,"['N06AX03', '10', 'MG', 'OR']",105.0
"NK, Department of Neurosurgery",N06AX11,542853,Combar,15,filmovertrukne tabl.,120 stk. (blister),45.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,1.0,,,,,,,,,,,,,18.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,120.0,OR,MG,"['N06AX11', '15', 'MG', 'OR']",240.0
"NK, Department of Neurosurgery",N06AX21,576913,Duloxetin Hexal,30,"enterokapsler, hårde",28 stk. (blister),16.75,1.0,,,,,,,,,,,,,,,16.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['N06AX21', '30', 'MG', 'OR']",28.0
"NK, Department of Neurosurgery",N06AX22,501087,Agomelatine Anpharm,25,filmovertrukne tabl.,84 stk. (blister),95.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,1.0,,,,,,,,,,,,,0.0,84.0,OR,MG,"['N06AX22', '25', 'MG', 'OR']",84.0
"NK, Department of Neurosurgery",N06BA04,91345,Ritalin Uno,10,kap.m.mod.udløs.hård,30 stk.,95.2,1.0,,,,,,,,,,,,,,,95.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['N06BA04', '10', 'MG', 'OR']",30.0
"NK, Department of Neurosurgery",N06BA04,186236,Methylphenidate Stada,30,kap.m.mod.udløs.hård,30 stk.,123.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['N06BA04', '30', 'MG', 'OR']",30.0
"NK, Department of Neurosurgery",N06AA10,401828,Noritren,10,filmovertrukne tabl.,100 stk.,74.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,1.0,,,,,,,37.3,1.0,,,,,,,,,,,0.0,100.0,OR,MG,"['N06AA10', '10', 'MG', 'OR']",200.0
"NK, Department of Neurosurgery",N07BC02,413728,Metadon DAK,1,oral opløsning,100 ml,558.83,18.0,,,,,,,,,,,,,,,30.47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.08,1.0,,,,,,,,,,,,,31.08,1.0,,,,,,,,,,,,,,,,,155.4,5.0,,,310.8,10.0,,,100.0,1.0,OR,MGM,"['N07BC02', '1', 'MGM', 'OR']",18.0
"NK, Department of Neurosurgery",N07BC02,563393,Metadon DAK,5,tabletter,100 stk.,19.53,1.0,,,,,,,,,19.53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N07BC02', '5', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",N07CA01,456843,Betahistin Orifarm Generics,8,tabletter,100 stk. (blister),118.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N07CA01', '8', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",R03AC02,124347,Ventoline,"0,2",inhalationspulver,60 doser i diskos,35.58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,IH,MG,"['R03AC02', '0,2', 'MG', 'IH']",60.0
"NK, Department of Neurosurgery",R05DA04,746222,Kodein SAD,25,tabletter,100 stk,42.26,1.0,,,,,,,,,,,,,,,,,,,,,42.26,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['R05DA04', '25', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",R06AE07,170273,Alnok,10,filmovertrukne tabl.,100 stk. (blister),17.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35,1.0,,,,,,,,,0.0,100.0,OR,MG,"['R06AE07', '10', 'MG', 'OR']",100.0
"NK, Department of Neurosurgery",S01XA20,145250,Viskøse Øjendråber Ophtha,"3,5",øjendråber,10 ml,1077.3,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7,3.0,,,,,,,159.6,4.0,,,,,,,399.0,10.0,,,199.5,5.0,,,10.0,1.0,OK,MGM,"['S01XA20', '3,5', 'MGM', 'OK']",27.0
"NK, Department of Neurosurgery",S01AA01,190036,Kloramfenikol Santen,10,øjensalve,"3,5 g",180.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,1.0,,,,,,,,,,,,,45.0,1.0,,,,,,,,,,,,,45.0,1.0,,,,,,,,,,,,,45.0,1.0,,,,,,,,,,,,,,,,,3.5,3.5,OK,MGG,"['S01AA01', '10', 'MGG', 'OK']",14.0
"NK, Department of Neurosurgery",S01AA01,549654,Kloramfenikol Santen,5,"øjendrb.,opl.,endos.","30 x 0,25 ml",121.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.53,1.0,,,,,,,,,,,,,60.53,1.0,,,,,,,,,,,,,,,,,0.25,30.0,OK,MGM,"['S01AA01', '5', 'MGM', 'OK']",60.0
"NK, Department of Neurosurgery",V03AB15,112695,Naloxon Hameln,"0,4","inj.-/inf.vsk.,opl.",10 x 1 ml,92.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.25,1.0,,,,,,,,,,,,,,,,,1.0,10.0,IMIV,MGM,"['V03AB15', '0,4', 'MGM', 'IMIV']",10.0
"NK, Department of Neurosurgery",V03AB25,36259,Flumazenil Hameln,"0,1","inj.-/inf.vsk.,opl.",5 X 5 ML,58.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.23,1.0,,,,,5.0,5.0,IV,MGM,"['V03AB25', '0,1', 'MGM', 'IV']",5.0
