Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity
"NK, Department of Neurosurgery",S02CA06,90570,Ciloxadex,3+1 mg/ml,"øredråber, susp.",5 ml,29.79,1.0,,,,,,,29.79,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
"NK, Department of Neurosurgery",V03AB15,112695,Naloxon Hameln,"0,4 mg/ml","inj.-/inf.vsk.,opl.",10 x 1 ml,184.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.25,1.0,,,,,,,,,1.0,10.0
"NK, Department of Neurosurgery",V03AB25,36259,Flumazenil Hameln,"0,1 mg/ml","inj.-/inf.vsk.,opl.",5 X 5 ML,116.46,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.46,2.0,,,,,,,,,,,,,,,,,,,5.0,5.0
"NK, Department of Neurosurgery",V07,857037,Restordre uden erstatning,_,_,1 blok,8.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,1.0,,,,,0.0,0.0
"NK, Department of Neurosurgery",V07,857038,Restordre med erstatning,_,_,1 blok,8.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,1.0,,,,,0.0,0.0
"NK, Department of Neurosurgery",V07,816686,Plastboks til ikke-flydende,_,_,1 stk.,25.48,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37,1.0,,,,,,,,,,,6.37,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37,1.0,6.37,1.0,,,,,0.0,1.0
"NK, Department of Neurosurgery",V07,818948,Plastickassette,15 x 30 cm,_,1 stk.,244.74,6.0,,,,,,,,,,,244.74,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
"NK, Department of Neurosurgery",V07,141856,Natriumklorid Fres.Kabi 9mg/ml,9 mg/ml,solv. t parent. anv.,20 amp. x 10 ml,169.07,11.0,,,,,,,,,61.48,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.11,3.0,,,,,61.48,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0
"NK, Department of Neurosurgery",V07,147578,Sterile Water Fresenius Kabi,_,solv. t parent. anv.,20 x 20 ml (PE-amp.),138.8,8.0,,,,,,,,,34.7,2.0,,,,,,,,,,,17.35,1.0,,,,,,,,,,,,,,,,,17.35,1.0,,,69.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0
"NK, Department of Neurosurgery",V07,179183,Sterile Water Fresenius Kabi,_,solv. t parent. anv.,20 x 20 ml (PE amp),277.76,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.08,3.0,,,34.72,2.0,,,34.72,2.0,,,,,,,,,,,,,,,,,,,34.72,2.0,86.8,5.0,,,,,,,,,,,,,,,,,34.72,2.0,,,,,20.0,20.0
"NK, Department of Neurosurgery",V07,378030,Sterile Water Fresenius Kabi,_,solv. t parent. anv.,20 x 10 ml (PE amp),88.27,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.22,2.0,,,,,,,,,,,,,,,,,,,63.05,5.0,,,,,10.0,20.0
"NK, Department of Neurosurgery",V07,393642,Sterile Water Fresenius Kabi,_,solv. t parent. anv.,20 x 10 ml,113.49,9.0,,,,,,,,,12.61,1.0,,,,,,,,,,,12.61,1.0,,,,,,,,,,,,,,,,,50.44,4.0,37.83,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0
"NK, Department of Neurosurgery",V07,405168,Natriumklorid Fres.Kabi 9mg/ml,9 mg/ml,solv. t parent. anv.,20 x 20 ml,483.56,28.0,,,,,51.81,3.0,,,69.08,4.0,,,,,,,,,,,69.08,4.0,,,,,,,,,,,,,51.81,3.0,,,,,,,,,,,,,51.81,3.0,34.54,2.0,,,51.81,3.0,,,,,,,,,,,,,,,,,,,,,,,,,51.81,3.0,,,51.81,3.0,,,,,,,,,,,,,,,,,,,20.0,20.0
"NK, Department of Neurosurgery",V07,722189,Sterilt vand,_,Skyllevæske,1000 ml,285.3,18.0,,,,,,,,,,,,,,,,,,,15.85,1.0,,,,,,,,,,,,,,,15.85,1.0,,,,,,,,,,,31.7,2.0,,,,,,,,,,,,,,,,,,,,,,,63.4,4.0,,,142.65,9.0,,,,,,,,,,,15.85,1.0,,,,,,,,,,,,,,,,,1000.0,1.0
"NK, Department of Neurosurgery",V07,805278,Natriumklorid 9mg/ml Fres.Kabi,9 mg/ml,Skyllevæske,10 x 120 ml,615.6,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4,1.0,,,,,,,,,136.8,2.0,,,,,,,,,,,,,,,,,68.4,1.0,,,,,68.4,1.0,,,,,,,136.8,2.0,,,,,68.4,1.0,,,,,,,,,,,,,,,,,68.4,1.0,,,,,,,,,120.0,10.0
"NK, Department of Neurosurgery",V07,842166,BD PosiFlush SP,"0,90%",Skyllevæske,480 x 10 ml (1 hel kasse),10892.16,15.0,,,724.8,1.0,,,,,,,726.24,1.0,,,,,,,,,726.24,1.0,,,,,726.24,1.0,,,,,726.24,1.0,,,,,,,726.24,1.0,,,,,,,,,726.24,1.0,,,,,,,,,,,,,726.24,1.0,,,,,,,726.24,1.0,,,726.24,1.0,,,726.24,1.0,,,,,,,,,726.24,1.0,,,726.24,1.0,726.24,1.0,,,726.24,1.0,,,10.0,480.0
"NK, Department of Neurosurgery",V07,705137,Eksplorationsgel SAiD,_,gel,100 ml,178.44,8.0,,,,,,,,,,,,,,,,,22.03,1.0,,,,,66.09,3.0,,,,,,,,,22.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.03,1.0,,,,,,,,,,,46.26,2.0,,,,,,,,,,,,,,,100.0,1.0
"NK, Department of Neurosurgery",V07,815522,Ampul knækkere,_,_,100 stk.,752.4,12.0,,,,,,,,,,,,,,,62.7,1.0,,,,,,,,,,,62.7,1.0,,,,,,,,,125.4,2.0,,,62.7,1.0,,,,,,,,,,,62.7,1.0,,,,,62.7,1.0,125.4,2.0,,,,,,,62.7,1.0,,,62.7,1.0,,,62.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A01AB09,50963,Brentan,20 mg/g,mundhulegel,40 g,41.66,2.0,,,,,,,,,41.66,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0
"NK, Department of Neurosurgery",A02BC02,76200,Pantoprazol SUN,40 mg,"pulv.t.inj.væske,opl",5 stk.,173.97,3.0,,,,,57.99,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.99,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.99,1.0,0.0,5.0
"NK, Department of Neurosurgery",A02BC02,156875,Pantoprazol Stada,20 mg,enterotabletter,100 stk. (blister),23.09,2.0,,,,,,,,,,,,,,,,,,,13.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A02BC02,156920,Pantoprazol Stada,40 mg,enterotabletter,100 stk. (blister),246.42,13.0,,,,,18.5,1.0,,,,,,,,,,,18.5,1.0,,,,,,,34.4,2.0,,,,,,,,,,,,,,,,,,,16.7,1.0,,,16.7,1.0,,,,,,,,,16.7,1.0,,,,,,,,,20.82,1.0,,,,,,,41.64,2.0,,,,,,,,,,,,,20.82,1.0,,,,,41.64,2.0,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A02BC05,427844,Esomeprazol Sandoz,20 mg,enterotabletter,100 stk.,140.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,1.0,,,70.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A02BX13,149240,Gaviscon,_,oral suspension,400 ml,70.11,1.0,,,,,,,,,,,,,,,70.11,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,1.0
"NK, Department of Neurosurgery",A02AA04,535535,Magnesia DAK,500 mg,filmovertrukne tabl.,250 stk.,876.67,17.0,,,,,49.76,1.0,,,,,,,49.76,1.0,,,49.76,1.0,,,,,99.52,2.0,,,,,,,50.43,1.0,,,,,,,50.43,1.0,,,,,,,,,50.43,1.0,,,,,,,50.43,1.0,50.43,1.0,,,,,,,,,50.43,1.0,,,,,,,,,50.43,1.0,,,50.43,1.0,,,,,108.43,2.0,,,,,,,58.0,1.0,,,,,58.0,1.0,0.0,250.0
"NK, Department of Neurosurgery",A03AB02,380781,Glycopyrronium brom Martindale,200 mikrogram/ml,"inj.væske, opløsning",10 x 1 ml,990.59,4.0,249.59,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.0,2.0,,,,,,,,,,,,,,,1.0,10.0
"NK, Department of Neurosurgery",A03BA01,741124,Atropin SAD,1 mg/ml,injektionsvæske,1 ml amp x10,95.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,1.0,,,-95.9,-1.0,,,,,,,,,,,95.9,1.0,,,,,,,,,,,,,,,1.0,10.0
"NK, Department of Neurosurgery",A03FA01,28761,Primperan,5 mg/ml,"inj.væske, opløsning",12 x 2 ml,27.02,1.0,,,,,,,,,27.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0
"NK, Department of Neurosurgery",A04AD01,528241,Scopoderm,1 mg/72 timer,depotplastre,2 stk.,200.1,3.0,,,,,,,,,,,,,,,,,,,,,,,200.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
"NK, Department of Neurosurgery",A04AA01,31216,Zofran,4 mg,frysetørret tablet,10 stk. (blister),97.09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0
"NK, Department of Neurosurgery",A04AA01,60523,Ondansetron Fresenius Kabi,2 mg/ml,"inj.væske, opløsning",5 x 2 ml,1068.4,134.0,80.0,10.0,,,,,,,,,,,32.0,4.0,,,47.82,6.0,,,,,79.7,10.0,,,79.7,10.0,,,31.88,4.0,,,,,47.82,6.0,,,,,,,,,79.7,10.0,,,31.88,4.0,,,79.7,10.0,,,,,,,,,,,79.7,10.0,,,79.7,10.0,,,,,,,79.7,10.0,,,,,,,79.7,10.0,,,,,79.7,10.0,,,,,,,79.7,10.0,,,2.0,5.0
"NK, Department of Neurosurgery",A04AA01,98469,Ondansetron Bluefish,4 mg,filmovertrukne tabl.,10 stk. (blister),105.0,15.0,,,,,,,,,,,,,,,,,,,,,,,105.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0
"NK, Department of Neurosurgery",A04AA01,374672,Ondansetron Bluefish,4 mg,filmovertrukne tabl.,50 stk. (blister),243.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2.0,,,,,64.56,2.0,,,,,,,,,,,64.56,2.0,,,,,,,64.08,2.0,,,,,,,0.0,50.0
"NK, Department of Neurosurgery",A06AB02,55062,Toilax,5 mg,enterotabletter,200 stk.,160.74,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.16,2.0,,,,,,,,,,,,,,,,,0.0,200.0
"NK, Department of Neurosurgery",A06AB08,427765,Laxoberal,"7,5 mg/ml","orale dråber, opløsn",30 ml,52.72,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.36,2.0,,,,,,,,,,,13.18,1.0,,,,,,,,,13.18,1.0,,,,,30.0,1.0
"NK, Department of Neurosurgery",A06AD11,36575,Lactulose Orifarm,667 mg/ml,oral opløsning,500 ml,36.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,1.0
"NK, Department of Neurosurgery",A06AD65,59511,Gangiden,_,pulver til oral opl.,50 Stk.,204.82,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.26,1.0,,,,,,,,,,,,,,,,,,,,,29.26,1.0,,,,,,,,,,,29.26,1.0,,,,,,,,,29.26,1.0,,,,,,,,,29.26,1.0,,,,,,,29.26,1.0,,,,,29.26,1.0,,,0.0,50.0
"NK, Department of Neurosurgery",A06AG06,911185,Olie Klysma,_,klysma,250 ml,182.88,3.0,,,,,,,,,,,,,,,,,,,,,60.96,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.96,1.0,,,,,,,,,,,,,,,,,,,,,60.96,1.0,,,,,,,,,,,,,250.0,1.0
"NK, Department of Neurosurgery",A06AG10,154275,Klyx,1 + 250 mg/ml,"rektalvæske, opløsn.",10 x 120 ml,1244.86,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.43,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.43,1.0,120.0,10.0
"NK, Department of Neurosurgery",A06AG10,173716,Glyoktyl,6+906 mg/ml,"rektalvæske, opløsn.","15 x 7,5 ml",456.5,5.0,,,,,,,,,,,,,,,,,,,,,91.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3,1.0,,,,,,,,,,,,,,,,,,,182.6,2.0,,,,,,,,,,,,,,,,,91.3,1.0,,,,,,,,,,,,,7.5,15.0
"NK, Department of Neurosurgery",A07FA01,169102,Paraghurt,_,tabletter,100 stk.,172.71,3.0,,,,,,,,,,,,,,,,,57.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.14,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A07FA01,221312,Zelactin,_,kapsler,50 Stk.,208.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.48,1.0,,,104.48,1.0,,,,,,,,,,,,,,,,,0.0,50.0
"NK, Department of Neurosurgery",A07AA02,424761,Nystatin Orifarm,100.000 IE/ml,oral suspension,100 ml (uden sukker),302.43,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.44,1.0,150.99,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0
"NK, Department of Neurosurgery",A10AB05,14914,Novorapid FlexPen,100 E/ml,"inj.væske, opløsning",5 x 3 ml (Paranova),1451.0,5.0,,,,,,,283.0,1.0,,,,,,,,,,,,,,,,,,,,,584.0,2.0,,,,,,,,,,,,,,,,,,,584.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0
"NK, Department of Neurosurgery",A10AB05,110313,Insulin aspart Sanofi,100 E/ml,"inj.væske, opl., pen",5 x 3 ml,935.55,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.39,1.0,,,,,336.78,2.0,,,,,,,,,,,,,,,,,,,143.46,1.0,286.92,2.0,,,,,,,,,,,3.0,5.0
"NK, Department of Neurosurgery",A10AC01,13957,Insulatard FlexPen,100 IE/ml,"inj.væske, susp.,pen",5 x 3 ml,248.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0
"NK, Department of Neurosurgery",A10AE04,547209,Semglee,100 enheder/ml,"inj.væske, opl., pen",5 x 3 ml,32.71,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.71,1.0,,,,,3.0,5.0
"NK, Department of Neurosurgery",A10BA02,559134,Metformin Medical Valley,500 mg,filmovertrukne tabl.,112 stk.,22.89,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.44,1.0,,,,,0.0,112.0
"NK, Department of Neurosurgery",A10BH03,474915,Onglyza,5 mg,filmovertrukne tabl.,28 stk. (blister) (Orifarm),369.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0
"NK, Department of Neurosurgery",A10BH05,91493,Trajenta,5 mg,filmovertrukne tabl.,30 stk. (blister),298.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.35,1.0,,,,,,,,,,,,,,,,,0.0,30.0
"NK, Department of Neurosurgery",A10BJ02,483901,Victoza,6 mg/ml,"inj.væske, opl., pen",5 stk. (Paranova),1706.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.7,1.0,,,,,0.0,5.0
"NK, Department of Neurosurgery",A10BK03,45475,Jardiance,25 mg,filmovertrukne tabl.,30 stk. (blister),285.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.22,1.0,,,,,,,,,,,,,0.0,30.0
"NK, Department of Neurosurgery",A11CC05,214326,Apovit D3-vitamin,25 mikrogram,tabletter,300 stk.,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,300.0
"NK, Department of Neurosurgery",A11DA01,741470,Tiamin SAD,300 mg,tabletter,100 stk,116.2,2.0,,,,,,,,,,,,,,,,,58.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A11EA**,208229,Apovit B-combin stærk,_,tabletter,250 stk.,115.4,2.0,,,,,,,,,,,57.7,1.0,,,,,,,,,,,,,,,,,,,,,57.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,250.0
"NK, Department of Neurosurgery",A11EA**,721790,B-combin stærk,_,"inj.væske, opløsning",10 x 2 ml,446.16,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.16,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0
"NK, Department of Neurosurgery",A11AA03,221464,Apovit Multi voksen,_,tabletter,200 stk.,32.5,1.0,,,,,,,,,,,,,,,,,,,,,,,32.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.0
"NK, Department of Neurosurgery",A12AX**,207660,Unikalk Forte,400 mg + 19 mikrog,tabletter,180 stk. ekstra,118.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,1.0,,,,,,,,,39.5,1.0,,,39.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,180.0
"NK, Department of Neurosurgery",A12AX**,224118,Unikalk Forte,400 mg + 19 mikrog,tabletter,180 stk.,158.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,1.0,,,39.5,1.0,,,,,,,,,,,,,39.5,1.0,,,,,,,39.5,1.0,,,,,0.0,180.0
"NK, Department of Neurosurgery",A12BA01,525958,Kaliumklorid Orifarm,750 mg,depottabletter,100 stk.,352.07,9.0,,,,,39.15,1.0,,,,,,,,,,,78.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.48,2.0,,,,,,,,,,,,,78.24,2.0,,,,,,,,,,,,,,,,,77.9,2.0,,,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A12BA01,742601,Kaliumklorid SAD,1 mmol K/ml,oral opløsning,500 ml,516.15,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.23,1.0,,,,,103.23,1.0,,,,,,,206.46,2.0,,,,,,,,,103.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,1.0
"NK, Department of Neurosurgery",A12CA01,220770,Natriumklorid,250 mg,enterotabletter,100 stk.,130.68,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.56,1.0,,,,,,,,,43.56,1.0,,,,,,,,,,,,,,,,,,,,,,,43.56,1.0,,,,,,,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A12CB01,236935,Zinklet,"22 mg Zn2+~0,34 mmol",depottabletter (duretter),100 stk.,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,,,,,,0.0,100.0
"NK, Department of Neurosurgery",A12CC02,722539,Magnesiumsulfat,200 mg/ml,oral opløsning,300 ml,168.14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,1.0
"NK, Department of Neurosurgery",A12CC30,235226,Mablet,360 mg,depottabletter,60 stk.,39.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0
